ritz_wl_air(nm)	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	g_i	g_k	Type	
"317.208397"	"7.15e+05"	C+	"2.19786640"	"6.10533975"	5	7		
"317.544444"	"1.44e+07"	B+	"2.39920471"	"6.30254306"	11	11		
"317.636027"	"5.90e+06"	C+	"2.60850194"	"6.51071489"	5	3		
"317.801268"	"1.28e+07"	B+	"2.39920471"	"6.29938878"	11	9		
"318.022325"	"4.42e+07"	B+	"2.44955978"	"6.34703293"	7	9		
"318.075520"	"1.23e+05"	C+	"0.08728574"	"3.98410712"	5	5		
"318.151907"	"1.84e+07"	B	"2.58810592"	"6.48399171"	7	5		
"318.191209"	"1.78e+06"	D+	"2.46883473"	"6.36423934"	5	5		
"318.205560"	"3.23e+06"	C+	"2.42543332"	"6.32066224"	9	9		
"318.297810"	"1.42e+07"	C+	"2.19786640"	"6.09196644"	5	7		
"318.489439"	"2.35e+05"	B	"0.05156912"	"3.94332623"	7	7		
"318.856763"	"5.00e+06"	D+	"2.39920471"	"6.28647868"	11	11		
"318.881875"	"2.53e+07"	B+	"2.48211840"	"6.36908625"	3	5		
"319.064942"	"5.75e+06"	C+	"3.04686890"	"6.93160665"	9	11		
"319.08166"	"5.55e+06"	C+	"3.04686890"	"6.9314031"	9	9		
"319.111100"	"1.33e+06"	C+	"2.55917148"	"6.44334733"	9	7		
"319.165893"	"2.37e+05"	B	"0.0000000"	"3.88350907"	9	7		
"319.280021"	"5.01e+07"	B+	"2.48211840"	"6.36423934"	3	5		
"319.322569"	"4.43e+05"	B	"0.0000000"	"3.88160368"	9	9		
"319.329965"	"3.07e+07"	B+	"2.46883473"	"6.35034852"	5	7		
"319.442383"	"1.08e+07"	B	"2.46883473"	"6.34898259"	5	3		
"319.612206"	"1.40e+07"	B+	"2.83252676"	"6.71061300"	11	9		
"319.692708"	"5.97e+07"	B+	"2.42543332"	"6.30254306"	9	11		
"319.698648"	"1.94e+05"	B	"0.05156912"	"3.92860683"	7	5		
"319.949937"	"1.23e+05"	C+	"0.11011433"	"3.98410712"	3	5		
"319.953020"	"2.23e+07"	B+	"2.42543332"	"6.29938878"	9	9		
"320.078410"	"5.90e+04"	C+	"0.08728574"	"3.95972364"	5	3		
"320.255569"	"6.18e+06"	B	"3.04686890"	"6.91716472"	9	7		
"320.539789"	"9.77e+07"	B+	"2.48211840"	"6.34898259"	3	3		
"320.707509"	"1.32e+06"	C	"2.39920471"	"6.26404671"	11	13		
"321.022879"	"1.15e+07"	B+	"2.42543332"	"6.28647868"	9	11		
"321.082878"	"9.24e+07"	B+	"2.46883473"	"6.32915863"	5	3		
"321.160675"	"3.07e+06"	C+	"2.85122419"	"6.71061300"	9	9		
"321.198577"	"4.64e+07"	B	"2.39920471"	"6.25813812"	11	9		
"321.37573"	"1.09e+06"	D+	"3.01762252"	"6.8744289"	7	9		
"321.401115"	"8.38e+07"	B+	"2.44955978"	"6.30606149"	7	7		
"321.406168"	"1.18e+08"	B	"2.44955978"	"6.30600086"	7	5		
"321.439559"	"2.22e+05"	C+	"0.08728574"	"3.94332623"	5	7		
"321.593780"	"6.19e+07"	B+	"2.46883473"	"6.32302612"	5	5		
"321.737689"	"1.50e+07"	B	"2.39920471"	"6.25167222"	11	9		
"321.958202"	"4.64e+07"	B+	"2.44955978"	"6.29938878"	7	9		
"321.976577"	"1.80e+04"	C+	"0.11011433"	"3.95972364"	3	3		
"321.980425"	"3.61e+07"	B	"2.42543332"	"6.27499663"	9	7		
"322.191603"	"1.22e+07"	C+	"2.48211840"	"6.32915863"	3	3		
"322.206713"	"8.65e+07"	B+	"2.39920471"	"6.24606454"	11	11		
"322.326798"	"3.10e+04"	D+	"1.48486439"	"5.33029109"	9	11		
"322.560609"	"4.65e+05"	C	"2.43269470"	"6.27533411"	11	9		
"322.578709"	"1.18e+08"	B+	"2.39920471"	"6.24162851"	11	13		
"322.601299"	"6.59e+05"	C+	"2.55917148"	"6.40132623"	9	11		
"322.706042"	"4.52e+06"	B	"2.48211840"	"6.32302612"	3	5		
"322.779521"	"4.96e+07"	B	"2.42543332"	"6.26546671"	9	7		
"322.824874"	"3.72e+07"	C+	"2.46883473"	"6.30832866"	5	3		
"322.85974"	"1.74e+06"	D+	"3.23672008"	"7.0757994"	13	13		
"322.912009"	"1.67e+05"	C+	"0.12126572"	"3.95972364"	1	3		
"322.999065"	"1.06e+07"	B+	"3.04686890"	"6.88429230"	9	11		
"323.015618"	"1.51e+06"	C+	"2.46883473"	"6.30606149"	5	7		
"323.020722"	"2.06e+07"	C+	"2.46883473"	"6.30600086"	5	5		
"323.096349"	"3.7e+07"	D+	"2.44955978"	"6.28582776"	7	5		
"323.30516"	"4.19e+07"	B+	"3.23672008"	"7.0705105"	13	15		
"323.396736"	"2.08e+07"	B	"2.42543332"	"6.25813812"	9	9		
"323.461288"	"1.15e+05"	B	"0.05156912"	"3.88350907"	7	7		
"323.622211"	"2.18e+05"	B	"0.05156912"	"3.88160368"	7	9		
"323.943258"	"2.95e+07"	B	"2.42543332"	"6.25167222"	9	9		
"323.945683"	"6.74e+06"	C+	"2.48211840"	"6.30832866"	3	3		
"324.310723"	"4.81e+05"	C	"2.45343044"	"6.27533411"	9	9		
"324.418738"	"3.06e+07"	B+	"2.42543332"	"6.24606454"	9	11		
"324.596529"	"1.55e+05"	B	"0.91460217"	"4.73314079"	9	7		
"324.600450"	"1.68e+05"	B	"0.11011433"	"3.92860683"	3	5		
"324.648045"	"2.50e+06"	B	"2.58810592"	"6.40603863"	7	9		
"324.696065"	"1.09e+07"	B	"2.19786640"	"6.01523448"	5	3		
"324.720998"	"1.69e+06"	C+	"2.60850194"	"6.42557692"	5	7		
"324.820399"	"1.92e+07"	B	"2.44955978"	"6.26546671"	7	7		
"325.062303"	"3.83e+06"	B	"2.17594512"	"5.98901244"	7	5		
"325.07589"	"2.85e+06"	B	"3.26711257"	"7.0800206"	11	11		
"325.291431"	"2.20e+06"	B	"2.55917148"	"6.36955305"	9	11		
"325.35991"	"1.62e+07"	B	"3.25148176"	"7.0610614"	7	9		
"325.43618"	"4.24e+07"	B+	"3.26711257"	"7.0757994"	11	13		
"325.472374"	"5.73e+05"	D+	"2.69240763"	"6.50067093"	11	13		
"325.72348"	"4.76e+06"	C+	"2.99035244"	"6.7956800"	9	9		
"325.759256"	"8.94e+06"	C	"2.17594512"	"5.98085478"	7	5		
"325.998925"	"2.99e+06"	B	"2.44955978"	"6.25167222"	7	9		
"326.451229"	"1.01e+07"	C+	"2.19786640"	"5.99471113"	5	3		
"326.504668"	"8.89e+04"	C+	"0.08728574"	"3.88350907"	5	7		
"326.561634"	"3.06e+07"	B	"2.17594512"	"5.97150625"	7	5		
"326.823298"	"6.06e+06"	B	"2.22271209"	"6.01523448"	3	3		
"327.099980"	"6.4e+07"	D+	"2.19786640"	"5.98718095"	5	3		
"327.148471"	"8.47e+06"	C+	"3.25148176"	"7.04023466"	7	7		
"327.168289"	"1.52e+05"	C+	"1.48486439"	"5.27338780"	9	7		
"327.259531"	"4.50e+04"	C	"1.55735733"	"5.34482452"	7	9		
"327.646997"	"3.16e+06"	C	"2.19786640"	"5.98085478"	5	5		
"328.02599"	"4.21e+07"	B+	"3.30140276"	"7.0800206"	9	11		
"328.28904"	"3.42e+07"	B	"3.27398440"	"7.0495745"	3	5		
"328.458713"	"5.64e+06"	B	"2.19786640"	"5.97150625"	5	5		
"328.675278"	"5.99e+07"	B	"2.17594512"	"5.94709859"	7	7		
"328.896566"	"1.10e+06"	C+	"2.19786640"	"5.96648265"	5	7		
"329.098811"	"7.58e+06"	C+	"2.22271209"	"5.98901244"	3	5		
"329.202060"	"5.77e+07"	B+	"3.25148176"	"7.01660092"	7	9		
"329.258930"	"3.0e+07"	D+	"2.22271209"	"5.98718095"	3	3		
"329.314019"	"6.70e+04"	C+	"1.60789577"	"5.37173492"	5	7		
"329.813198"	"9.01e+06"	C	"2.22271209"	"5.98085478"	3	5		
"330.356867"	"1.46e+06"	D+	"3.01762252"	"6.76958063"	7	7		
"330.597065"	"4.05e+07"	B	"2.19786640"	"5.94709859"	5	7		
"330.63420"	"5.74e+07"	B	"3.04686890"	"6.7956800"	9	9		
"330.635695"	"4.84e+07"	B	"2.22271209"	"5.97150625"	3	5		
"330.72333"	"1.97e+07"	B+	"3.23672008"	"6.9845209"	13	13		
"331.03412"	"3.78e+06"	C+	"2.94879294"	"6.6930753"	11	11		
"331.049027"	"6.17e+06"	C+	"3.25148176"	"6.99559552"	7	9		
"331.474131"	"7.25e+07"	B+	"3.30092244"	"7.04023466"	5	7		
"331.712093"	"3.11e+06"	B	"2.27860466"	"6.01523448"	5	3		
"331.925278"	"3.73e+06"	C	"2.99035244"	"6.72458242"	9	9		
"332.247325"	"8.21e+06"	B	"2.93984587"	"6.67045638"	9	11		
"332.373598"	"2.8e+07"	D+	"2.83159117"	"6.56078442"	5	5		
"332.453603"	"1.72e+06"	B	"2.40407444"	"6.13237029"	13	11		
"332.546445"	"2.37e+06"	C+	"2.45343044"	"6.18068544"	9	7		
"332.886592"	"2.21e+07"	B+	"3.26711257"	"6.99055915"	11	11		
"333.161103"	"1.78e+06"	B	"2.43269470"	"6.15307342"	11	9		
"333.421754"	"4.91e+05"	C+	"2.43269470"	"6.15016512"	11	11		
"333.576869"	"7.48e+06"	C+	"2.84504259"	"6.56078442"	3	5		
"333.625685"	"4.91e+06"	C+	"3.30140276"	"7.01660092"	9	9		
"333.766481"	"6.06e+06"	B	"2.69240763"	"6.40603863"	11	9		
"333.919385"	"1.37e+06"	B	"2.45343044"	"6.16536100"	9	9		
"334.056432"	"4.95e+06"	B	"2.27860466"	"5.98901244"	5	5		
"334.190564"	"3.02e+06"	C+	"2.69240763"	"6.40132623"	11	11		
"334.229201"	"9.42e+06"	C+	"2.84504259"	"6.55353246"	3	3		
"334.792527"	"4.91e+06"	C	"2.27860466"	"5.98085478"	5	5		
"335.152140"	"1.57e+06"	C+	"2.19786640"	"5.89614419"	5	3		
"335.174378"	"2.19e+06"	B	"2.72754450"	"6.42557692"	9	7		
"335.32600"	"4.09e+05"	D+	"2.43269470"	"6.12905507"	11	13		
"335.40591"	"1.34e+07"	B	"2.85805275"	"6.55353246"	1	3		
"335.52276"	"2.59e+07"	C+	"3.30140276"	"6.99559552"	9	9		
"335.640078"	"1.56e+06"	C+	"2.27860466"	"5.97150625"	5	5		
"336.95471"	"2.15e+07"	B	"2.72754450"	"6.40603863"	9	9		
"337.078304"	"2.89e+07"	B	"2.69240763"	"6.36955305"	11	11		
"337.207344"	"1.30e+06"	B	"2.17594512"	"5.85168345"	7	5		
"337.38694"	"2.82e+05"	C	"2.72754450"	"6.40132623"	9	11		
"337.901774"	"4.59e+06"	B	"2.17594512"	"5.84412959"	7	5		
"338.010987"	"1.66e+07"	B	"2.75857762"	"6.42557692"	7	7		
"338.13335"	"2.71e+06"	C	"2.84504259"	"6.51071489"	3	3		
"338.240187"	"7.97e+05"	C+	"2.17594512"	"5.84045966"	7	9		
"338.369144"	"8.33e+06"	B	"2.19786640"	"5.86098438"	5	3		
"338.397871"	"6.52e+06"	B	"2.17594512"	"5.83875215"	7	7		
"339.230502"	"9.93e+06"	C+	"2.19786640"	"5.85168345"	5	5		
"339.265213"	"1.88e+07"	B	"2.17594512"	"5.82938837"	7	7		
"339.407721"	"4.82e+05"	C+	"2.45343044"	"6.10533975"	9	7		
"339.458304"	"8.70e+06"	B	"2.19786640"	"5.84923154"	5	3		
"339.697540"	"4.33e+05"	D+	"0.95815732"	"4.60695104"	7	5		
"339.763764"	"1.29e+05"	D	"0.99011115"	"4.63819369"	5	3		
"339.82166"	"6.15e+05"	C+	"2.75857762"	"6.40603863"	7	9		
"339.933299"	"2.76e+07"	B	"2.19786640"	"5.84412959"	5	5		
"340.151837"	"7.19e+05"	C+	"0.91460217"	"4.55852281"	9	7		
"340.22556"	"2.19e+07"	C+	"3.23672008"	"6.8798512"	13	13		
"340.32895"	"3.98e+06"	C+	"2.83159117"	"6.47361547"	5	7		
"340.427000"	"3.02e+05"	C	"1.01105568"	"4.65203107"	3	5		
"340.435382"	"1.09e+07"	B	"2.19786640"	"5.83875215"	5	7		
"340.64368"	"2.7e+07"	D+	"3.27398440"	"6.9126439"	3	5		
"340.679933"	"2.08e+07"	B	"2.22271209"	"5.86098438"	3	3		
"340.745937"	"6.09e+07"	B	"2.17594512"	"5.81351269"	7	9		
"340.753196"	"1.88e+06"	B	"2.17594512"	"5.81343520"	7	5		
"341.01690"	"5.07e+07"	C+	"3.41489715"	"7.0495745"	3	5		
"341.089479"	"3.10e+04"	D+	"0.91460217"	"4.54850612"	9	9		
"341.135315"	"6.0e+06"	D+	"2.72754450"	"6.36096020"	9	9		
"341.313213"	"3.23e+07"	B	"2.19786640"	"5.82938837"	5	7		
"341.553111"	"4.64e+06"	C+	"2.22271209"	"5.85168345"	3	5		
"341.784044"	"4.01e+07"	B	"2.22271209"	"5.84923154"	3	3		
"341.85070"	"9.88e+07"	B	"2.22271209"	"5.84852446"	3	1		
"342.265573"	"1.38e+07"	B	"2.22271209"	"5.84412959"	3	5		
"342.428418"	"1.61e+07"	B	"2.17594512"	"5.79564049"	7	7		
"342.50100"	"2.57e+07"	C+	"3.04686890"	"6.66579718"	9	7		
"342.632491"	"4.52e+06"	B	"2.27860466"	"5.89614419"	5	3		
"342.637928"	"9.99e+05"	B	"0.99011115"	"4.60759327"	5	7		
"342.662792"	"1.94e+07"	B	"2.19786640"	"5.81508605"	5	3		
"342.66657"	"1.07e+07"	B	"3.26711257"	"6.88429230"	11	11		
"342.698772"	"2.83e+05"	D+	"0.99011115"	"4.60695104"	5	5		
"342.711930"	"5.04e+07"	B	"2.17594512"	"5.79264615"	7	9		
"342.819254"	"1.71e+07"	B	"2.19786640"	"5.81343520"	5	5		
"343.181152"	"5.53e+06"	B	"2.83159117"	"6.44334733"	5	7		
"344.060547"	"1.71e+07"	B	"0.0000000"	"3.60252504"	9	7		
"344.098835"	"1.24e+07"	B	"0.05156912"	"3.65369332"	7	5		
"344.236163"	"4.55e+06"	B	"2.27860466"	"5.87929188"	5	5		
"344.266926"	"1.75e+05"	C	"0.95815732"	"4.55852281"	7	7		
"344.387624"	"7.92e+06"	B	"0.08728574"	"3.68638944"	5	3		
"344.514901"	"2.34e+07"	B	"2.19786640"	"5.79564049"	5	7		
"344.727782"	"1.07e+07"	B	"2.19786640"	"5.79341882"	5	5		
"345.032799"	"2.34e+07"	B	"2.22271209"	"5.81508605"	3	3		
"345.161340"	"5.08e+06"	B	"2.42419831"	"6.01523448"	3	3		
"345.191434"	"1.13e+07"	B	"2.22271209"	"5.81343520"	3	5		
"345.227423"	"7.49e+05"	B	"0.95815732"	"4.54850612"	7	9		
"345.83031"	"2.92e+07"	B	"2.42419831"	"6.00828827"	3	1		
"345.94261"	"1.45e+06"	C+	"2.69240763"	"6.27533411"	11	9		
"345.99141"	"2.17e+07"	B	"3.01725044"	"6.59967157"	5	3		
"345.995412"	"4.77e+05"	D+	"2.27860466"	"5.86098438"	5	3		
"346.330151"	"1.50e+05"	E	"1.48486439"	"5.06378173"	9	7		
"346.586035"	"1.19e+07"	B	"0.11011433"	"3.68638944"	3	3		
"346.628000"	"9.50e+04"	C+	"2.40407444"	"5.97991659"	13	11		
"346.649828"	"1.24e+05"	C	"0.85899575"	"4.43461275"	11	9		
"346.884432"	"2.61e+06"	B	"2.55917148"	"6.13237029"	9	11		
"346.90120"	"8.58e+06"	B	"3.30140276"	"6.8744289"	9	9		
"346.983029"	"2.19e+06"	C	"2.60850194"	"6.18068544"	5	7		
"347.126539"	"3.98e+06"	C+	"2.22271209"	"5.79341882"	3	5		
"347.134301"	"7.36e+06"	C+	"2.27860466"	"5.84923154"	5	3		
"347.544997"	"9.75e+06"	B	"0.08728574"	"3.65369332"	5	5		
"347.565068"	"8.61e+06"	C+	"2.17594512"	"5.74214676"	7	5		
"347.63442"	"2.70e+07"	D+	"3.60252504"	"7.16801526"	7	7		
"347.670157"	"5.72e+06"	B	"0.12126572"	"3.68638944"	1	3		
"347.685393"	"3.21e+06"	B+	"2.58810592"	"6.15307342"	7	9		
"348.300698"	"1.45e+05"	B	"0.91460217"	"4.47327202"	9	7		
"348.48492"	"1.34e+05"	C+	"2.45343044"	"6.01021907"	9	7		
"348.497873"	"1.84e+06"	D+	"2.42419831"	"5.98085478"	3	5		
"348.53403"	"1.30e+07"	C+	"2.19786640"	"5.75415389"	5	3		
"348.96673"	"7.47e+06"	B	"2.94879294"	"6.50067093"	11	13		
"349.057352"	"6.14e+06"	B	"0.05156912"	"3.60252504"	7	7		
"349.328110"	"9.4e+04"	E	"1.48486439"	"5.03306811"	9	9		
"349.36889"	"8.59e+05"	C	"2.72754450"	"6.27533411"	9	9		
"349.528625"	"9.46e+06"	B	"2.55917148"	"6.10533975"	9	7		
"349.710322"	"9.02e+06"	B	"2.17594512"	"5.72027099"	7	7		
"349.714811"	"4.29e+06"	C+	"2.19786640"	"5.74214676"	5	5		
"349.784032"	"3.08e+06"	B	"0.11011433"	"3.65369332"	3	5		
"350.05647"	"5.28e+06"	C+	"2.58810592"	"6.12892712"	7	5		
"350.486058"	"2.94e+06"	C+	"2.27860466"	"5.81508605"	5	3		
"350.50582"	"1.77e+07"	B	"3.01725044"	"6.55353246"	5	3		
"350.649748"	"7.35e+06"	B	"2.27860466"	"5.81343520"	5	5		
"350.84739"	"6.46e+06"	B+	"2.99035244"	"6.52319179"	9	11		
"350.851796"	"2.07e+06"	B	"2.55917148"	"6.09196644"	9	7		
"350.911785"	"5.0e+05"	E	"2.83252676"	"6.36471779"	11	9		
"350.98624"	"1.7e+06"	E	"2.22271209"	"5.75415389"	3	3		
"351.04388"	"6.24e+06"	B	"2.48437256"	"6.01523448"	1	3		
"351.173808"	"2.5e+05"	E	"2.55917148"	"6.08872711"	9	9		
"351.222444"	"2.51e+06"	C+	"2.85122419"	"6.38029108"	9	7		
"351.305472"	"3.8e+05"	E	"1.55735733"	"5.08559017"	7	5		
"351.381746"	"3.40e+06"	A	"0.85899575"	"4.38646275"	11	11		
"351.462761"	"4.72e+05"	B	"2.40407444"	"5.93072834"	13	11		
"351.64086"	"3.6e+06"	E	"3.01762252"	"6.5424903"	7	9		
"351.655641"	"6.82e+06"	B	"2.86539125"	"6.39011087"	7	5		
"351.868262"	"2.35e+06"	C+	"2.87550352"	"6.39809335"	5	7		
"351.886766"	"8.51e+05"	B	"2.19786640"	"5.72027099"	5	7		
"352.08463"	"1.50e+06"	C+	"2.60850194"	"6.12892712"	5	5		
"352.126097"	"6.14e+06"	B+	"0.91460217"	"4.43461275"	9	9		
"352.183719"	"3.51e+06"	C+	"2.22271209"	"5.74214676"	3	5		
"352.226790"	"5.03e+06"	B	"2.83252676"	"6.35153108"	11	11		
"352.289932"	"3.51e+06"	C+	"2.87550352"	"6.39387714"	5	7		
"352.33084"	"1.06e+07"	C+	"2.87550352"	"6.39346861"	5	3		
"352.407390"	"9.9e+06"	D	"2.58810592"	"6.10530689"	7	5		
"352.423938"	"5.04e+06"	B	"2.27860466"	"5.79564049"	5	7		
"352.604056"	"1.14e+06"	B	"0.08728574"	"3.60252504"	5	7		
"352.616556"	"4.14e+06"	B+	"0.95815732"	"4.47327202"	7	7		
"352.623782"	"1.70e+07"	B+	"2.86539125"	"6.38043390"	7	9		
"352.638112"	"4.13e+07"	B+	"2.86539125"	"6.38029108"	7	7		
"352.646707"	"1.29e+07"	B	"2.27860466"	"5.79341882"	5	5		
"352.667458"	"5.26e+07"	B+	"2.87550352"	"6.39011087"	5	5		
"352.779254"	"2.17e+07"	B+	"2.85122419"	"6.36471779"	9	9		
"352.98196"	"7.75e+07"	B	"2.88199261"	"6.39346861"	3	3		
"353.038663"	"4.65e+06"	D+	"2.80829367"	"6.31920567"	13	13		
"353.143721"	"6.65e+05"	C+	"2.43269470"	"5.94256226"	11	9		
"353.30064"	"8.52e+07"	B	"2.88515991"	"6.39346861"	1	3		
"353.319818"	"8.25e+07"	B+	"2.88199261"	"6.39011087"	3	5		
"353.45247"	"2.20e+06"	C+	"3.57321890"	"7.0800206"	11	11		
"353.490503"	"1.1e+05"	E	"1.55735733"	"5.06378173"	7	7		
"353.655599"	"9.95e+07"	B+	"2.87550352"	"6.38029108"	5	7		
"353.749169"	"2.27e+06"	B	"2.58810592"	"6.09196644"	7	7		
"353.77287"	"1.33e+07"	C+	"2.60850194"	"6.11212776"	5	3		
"353.789469"	"8.0e+06"	E	"2.83252676"	"6.33598817"	11	11		
"354.012088"	"9.48e+06"	C+	"2.86539125"	"6.36664959"	7	9		
"354.070918"	"2.45e+05"	C+	"0.91460217"	"4.41527878"	9	7		
"354.108318"	"8.65e+07"	B+	"2.85122419"	"6.35153108"	9	11		
"354.207525"	"9.51e+07"	B+	"2.86539125"	"6.36471779"	7	9		
"354.338447"	"4.88e+05"	C+	"2.43269470"	"5.93072834"	11	11		
"354.36751"	"1.6e+07"	E	"3.41489715"	"6.9126439"	3	5		
"354.462956"	"1.6e+06"	E	"2.60850194"	"6.10530689"	5	5		
"354.563971"	"2.05e+07"	B+	"2.85122419"	"6.34703293"	9	9		
"354.71937"	"7.13e+06"	B	"3.30140276"	"6.7956800"	9	9		
"354.986433"	"6.1e+05"	E	"1.60789577"	"5.09954435"	5	3		
"355.21055"	"4.8e+06"	E	"3.07133880"	"6.56078442"	3	5		
"355.282821"	"1.74e+07"	B+	"2.87550352"	"6.36423934"	5	5		
"355.28547"	"5.91e+06"	C+	"3.11096179"	"6.59967157"	1	3		
"355.37382"	"1.09e+08"	B	"3.57321890"	"7.0610614"	11	9		
"355.411785"	"6.57e+05"	B+	"0.95815732"	"4.44562726"	7	5		
"355.450138"	"9.87e+06"	B	"2.88199261"	"6.36908625"	3	5		
"355.492419"	"1.40e+08"	B+	"2.83252676"	"6.31920567"	11	13		
"355.668045"	"3.15e+06"	B	"2.86539125"	"6.35034852"	7	7		
"355.687773"	"4.1e+07"	D	"2.85122419"	"6.33598817"	9	11		
"355.851482"	"1.77e+07"	B+	"0.99011115"	"4.47327202"	5	7		
"355.95033"	"2.2e+07"	D+	"3.07133880"	"6.55353246"	3	3		
"356.069691"	"7.4e+06"	D+	"3.25148176"	"6.73250811"	7	9		
"356.451489"	"2.50e+05"	D+	"2.45343044"	"5.93072834"	9	11		
"356.45567"	"6.39e+05"	B	"2.45343044"	"5.93068755"	9	7		
"356.537873"	"4.29e+07"	B+	"0.95815732"	"4.43461275"	7	9		
"356.63084"	"3.3e+06"	E	"2.27860466"	"5.75415389"	5	3		
"356.703117"	"8.34e+06"	B+	"2.87550352"	"6.35034852"	5	7		
"356.736823"	"4.71e+05"	C+	"2.45343044"	"5.92794713"	9	9		
"356.843393"	"5.32e+06"	C+	"2.87550352"	"6.34898259"	5	3		
"356.882273"	"6.72e+06"	C	"3.25148176"	"6.72458242"	7	9		
"356.89741"	"4.64e+06"	B+	"2.69240763"	"6.16536100"	11	9		
"357.000977"	"6.03e+06"	B	"2.42419831"	"5.89614419"	3	3		
"357.009748"	"6.76e+07"	A	"0.91460217"	"4.38646275"	9	11		
"357.122363"	"2.3e+05"	E	"1.48486439"	"4.95563019"	9	7		
"357.199499"	"2.89e+07"	B+	"2.83252676"	"6.30254306"	11	11		
"357.259037"	"3.31e+06"	C	"2.85122419"	"6.32066224"	9	9		
"357.339362"	"1.05e+07"	D+	"3.30092244"	"6.76958063"	5	7		
"357.38288"	"2.41e+06"	B	"2.40407444"	"5.87231021"	13	13		
"357.388852"	"5.73e+07"	B+	"3.30140276"	"6.76958063"	9	7		
"357.511307"	"1.60e+07"	B	"2.88199261"	"6.34898259"	3	3		
"357.524502"	"7.43e+06"	C+	"2.83252676"	"6.29938878"	11	9		
"357.53696"	"3.06e+07"	B	"3.01725044"	"6.48399171"	5	5		
"357.675803"	"8.8e+06"	E	"3.26711257"	"6.73250811"	11	9		
"357.83822"	"7.82e+06"	C+	"2.88515991"	"6.34898259"	1	3		
"357.867211"	"1.8e+06"	E	"2.27860466"	"5.74214676"	5	5		
"358.11928"	"1.02e+08"	A	"0.85899575"	"4.32010008"	11	13		
"358.164658"	"3.21e+06"	C+	"2.69240763"	"6.15307342"	11	9		
"358.180699"	"8.68e+06"	C+	"3.07133880"	"6.53184961"	3	5		
"358.21995"	"2.35e+07"	B	"3.23672008"	"6.69685175"	13	11		
"358.256612"	"2.44e+05"	C	"2.45343044"	"5.91320801"	9	7		
"358.46592"	"3.29e+07"	B+	"2.69240763"	"6.15016512"	11	11		
"358.478629"	"1.56e+07"	B	"2.86539125"	"6.32302612"	7	5		
"358.495740"	"6.74e+07"	B+	"3.26711257"	"6.72458242"	11	9		
"358.51898"	"3.19e+06"	B	"2.94879294"	"6.40603863"	11	9		
"358.531869"	"1.17e+07"	B+	"0.95815732"	"4.41527878"	7	7		
"358.570513"	"3.75e+06"	A	"0.91460217"	"4.37135106"	9	9		
"358.61135"	"7.02e+07"	B+	"3.23672008"	"6.6930753"	13	11		
"358.673845"	"3.62e+06"	C	"2.80829367"	"6.26404671"	13	13		
"358.698438"	"1.66e+07"	B+	"0.99011115"	"4.44562726"	5	5		
"358.723885"	"7.73e+06"	C	"2.86539125"	"6.32066224"	7	9		
"358.852642"	"7.21e+06"	C	"2.93984587"	"6.39387714"	9	7		
"358.860886"	"1.19e+07"	B	"2.83252676"	"6.28647868"	11	11		
"358.891728"	"2.15e+07"	C+	"2.87550352"	"6.32915863"	5	3		
"358.910463"	"3.61e+05"	A	"0.85899575"	"4.31247059"	11	11		
"358.945168"	"1.05e+07"	B	"2.72754450"	"6.18068544"	9	7		
"358.960351"	"9.28e+05"	C+	"2.99035244"	"6.44334733"	9	7		
"359.00834"	"9.23e+05"	C+	"2.94879294"	"6.40132623"	11	11		
"359.134673"	"7.8e+05"	E	"2.85122419"	"6.30254306"	9	11		
"359.148310"	"6.3e+06"	E	"3.29183986"	"6.74302768"	1	3		
"359.247096"	"2.2e+05"	E	"2.58810592"	"6.03834476"	7	9		
"359.267365"	"4.3e+06"	E	"3.24096914"	"6.69101333"	7	5		
"359.463208"	"3.14e+07"	B+	"2.85122419"	"6.29938878"	9	9		
"359.530148"	"8.21e+06"	B	"2.87550352"	"6.32302612"	5	5		
"359.586378"	"4.14e+05"	D+	"2.45343044"	"5.90041395"	9	9		
"359.619686"	"4.32e+05"	B	"2.43269470"	"5.87935896"	11	11		
"359.702073"	"1.8e+07"	D	"3.26570610"	"6.71158094"	5	3		
"359.871779"	"3.1e+06"	D	"3.25148176"	"6.69573167"	7	7		
"359.96249"	"2.33e+07"	B+	"3.57321890"	"7.01660092"	11	9		
"360.208167"	"3.2e+06"	D	"2.88199261"	"6.32302612"	3	5		
"360.246200"	"1.02e+07"	B	"2.86539125"	"6.30606149"	7	7		
"360.252548"	"2.12e+07"	C+	"2.86539125"	"6.30600086"	7	5		
"360.320302"	"2.59e+07"	B+	"2.69240763"	"6.13237029"	11	11		
"360.368062"	"4.55e+05"	C	"2.55917148"	"5.99867825"	9	11		
"360.38175"	"1.70e+07"	C+	"3.07133880"	"6.51071489"	3	3		
"360.54525"	"4.66e+07"	B+	"2.72754450"	"6.16536100"	9	9		
"360.550035"	"2.12e+07"	B	"2.80829367"	"6.24606454"	13	11		
"360.637441"	"1.73e+05"	C+	"2.55917148"	"5.99610917"	9	9		
"360.653353"	"3.16e+06"	C+	"2.42419831"	"5.86098438"	3	3		
"360.66790"	"8.29e+07"	B+	"2.69240763"	"6.12905507"	11	13		
"360.814151"	"6.22e+06"	C+	"2.85122419"	"6.28647868"	9	11		
"360.885895"	"8.13e+07"	A	"1.01105568"	"4.44562726"	3	5		
"361.015895"	"5.90e+07"	C+	"2.80829367"	"6.24162851"	13	13		
