ritz_wl_air(nm)	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	g_i	g_k	Type	
"375.716951"	"6.16e+06"	B	"2.54383615"	"5.84283485"	5	7		
"375.766107"	"4.13e+07"	B	"2.54426770"	"5.84283485"	7	7		
"375.804616"	"1.16e+07"	B	"2.54460569"	"5.84283485"	9	7		
"376.823828"	"5.10e+07"	B	"2.54383615"	"5.83314465"	5	5		
"376.873275"	"1.19e+07"	B	"2.54426770"	"5.83314465"	7	5		
"380.479845"	"6.9e+07"	D	"3.01062753"	"6.26832996"	9	9		
"384.953333"	"2.3e+06"	E	"0.98287742"	"4.20272344"	5	3		
"385.221179"	"7.0e+06"	E	"0.96841324"	"4.18602054"	3	1		
"388.328670"	"3.9e+06"	C	"0.98287742"	"4.17473732"	5	7		
"388.521354"	"3.9e+06"	C	"0.96841324"	"4.15869020"	3	5		
"388.679508"	"2.2e+06"	C	"1.00367492"	"4.19265380"	7	9		
"389.403367"	"3.9e+06"	C	"0.96097009"	"4.14402113"	1	3		
"390.290908"	"3.5e+06"	D	"0.98287742"	"4.15869020"	5	5		
"390.316090"	"1.8e+06"	D	"0.96841324"	"4.14402113"	3	3		
"390.875593"	"6.2e+06"	C	"1.00367492"	"4.17473732"	7	7		
"391.623849"	"9.7e+06"	C	"0.96841324"	"4.13341698"	3	1		
"391.915844"	"9.2e+06"	C	"1.03000806"	"4.19265380"	9	9		
"392.102067"	"5.8e+06"	C	"0.98287742"	"4.14402113"	5	3		
"392.863720"	"5.2e+06"	C	"1.00367492"	"4.15869020"	7	5		
"394.148757"	"2.8e+06"	C	"1.03000806"	"4.17473732"	9	7		
"396.36840"	"1.3e+08"	D	"2.54410014"	"5.67121951"	13	15		
"396.974253"	"1.2e+08"	D	"2.54463928"	"5.66698616"	11	13		
"397.601369"	"2.3e+05"	D	"2.54410014"	"5.66152243"	13	11		
"398.123145"	"1.1e+07"	D	"2.70991379"	"5.82325049"	3	5		
"398.389886"	"1.05e+08"	C	"2.54426770"	"5.65551992"	7	9		
"399.11134"	"1.07e+08"	B	"2.54383615"	"5.64946442"	5	7		
"400.14374"	"6.8e+07"	D	"3.89035912"	"6.9879748"	9	11		
"403.90899"	"6.7e+07"	B	"3.84945609"	"6.9181964"	15	15		
"403.92952"	"6.0e+06"	D	"3.84961210"	"6.9181964"	13	15		
"404.224267"	"8.8e+05"	D	"2.54460569"	"5.61095253"	9	7		
"404.87794"	"6.4e+07"	B	"3.84961210"	"6.9110084"	13	13		
"404.97737"	"5.6e+06"	D	"3.85036371"	"6.9110084"	11	13		
"405.00229"	"1.2e+06"	D	"2.54383615"	"5.60429253"	5	3		
