ritz_wl_air(nm)	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	g_i	g_k	Type	
"425.9334"	"1.9e+06"	E	"4.639518"	"7.549581"	12	14		
"426.1282"	"8.1e+06"	E	"4.712478"	"7.621211"	12	12		
"426.5923"	"4.92e+07"	C+	"2.940846"	"5.846414"	4	4		
"427.8673"	"6.8e+06"	E	"4.726300"	"7.623211"	10	10		
"427.954"	"2.9e+06"	E	"4.726300"	"7.62262"	10	8		
"428.1097"	"2.3e+07"	E	"2.919729"	"5.814999"	6	6		
"428.4085"	"8.92e+06"	C+	"2.953164"	"5.846414"	2	4		
"429.0066"	"3.4e+06"	E	"4.665602"	"7.554820"	10	12		
"430.0189"	"8.7e+06"	E	"4.639518"	"7.521934"	12	10		
"430.5670"	"3.4e+06"	E	"4.678819"	"7.557566"	8	10		
"431.2551"	"5.01e+06"	C+	"2.940846"	"5.814999"	4	6		
"432.6139"	"1.1e+06"	E	"4.665602"	"7.530728"	10	8		
"432.6740"	"4.6e+05"	E	"4.726300"	"7.591028"	10	12		
"432.7956"	"2.7e+06"	E	"4.827317"	"7.691241"	6	8		
"432.8664"	"2.9e+05"	E	"4.344576"	"7.208031"	8	8		
"432.9427"	"4.7e+05"	E	"4.726300"	"7.589250"	10	10		
"433.7418"	"6.9e+06"	E	"4.272913"	"7.130589"	4	4		
"435.9632"	"9.9e+05"	E	"4.678819"	"7.521934"	8	10		
"435.9822"	"7.2e+05"	E	"4.712478"	"7.555469"	12	10		
"436.8871"	"6.0e+05"	E	"4.712478"	"7.549581"	12	14		
"438.1708"	"1.4e+07"	E	"4.794419"	"7.623211"	8	10		
"438.8078"	"2.4e+06"	E	"4.726300"	"7.550985"	10	8		
"440.8085"	"3.4e+06"	E	"4.605847"	"7.417712"	12	12		
"441.0496"	"1.1e+06"	E	"4.320262"	"7.130589"	2	4		
"441.1864"	"2.6e+07"	E	"4.712478"	"7.521934"	12	10		
"441.4890"	"2.93e+07"	B	"2.888419"	"5.695949"	8	6		
"441.9774"	"2.1e+07"	E	"4.726300"	"7.530728"	10	8		
"443.3677"	"7.3e+05"	E	"4.726300"	"7.521934"	10	10		
"443.420"	"1.5e+06"	E	"4.827317"	"7.62262"	6	8		
"443.6357"	"4.37e+07"	B	"2.919729"	"5.713674"	6	4		
"445.1586"	"7.98e+07"	B	"2.888419"	"5.672806"	8	8		
"445.2524"	"5.9e+06"	E	"4.607780"	"7.391581"	14	14		
"445.3012"	"5.44e+07"	B	"2.940846"	"5.724342"	4	2		
"445.5814"	"1.7e+07"	E	"3.072244"	"5.853990"	4	6		
"445.7044"	"2.34e+07"	C+	"3.073327"	"5.854304"	6	4		
"445.7549"	"4.27e+07"	C+	"3.073327"	"5.853990"	6	6		
"445.8254"	"4.62e+07"	C+	"3.073327"	"5.853549"	6	8		
"446.1079"	"1.7e+07"	E	"3.075087"	"5.853549"	8	8		
"446.2031"	"7.00e+07"	C+	"3.075087"	"5.852957"	8	10		
"446.4682"	"4.39e+07"	B	"2.919729"	"5.695949"	6	6		
"447.0144"	"3.00e+07"	B	"2.940846"	"5.713674"	4	4		
"447.2806"	"4.35e+07"	B	"2.953164"	"5.724342"	2	2		
"447.9393"	"3.4e+07"	D	"5.111906"	"7.879009"	8	10		
"449.0090"	"2.49e+07"	B	"2.953164"	"5.713674"	2	4		
"449.6626"	"3.6e+06"	E	"4.639518"	"7.396017"	12	12		
"449.8902"	"2.49e+07"	B	"2.940846"	"5.695949"	4	6		
"450.2213"	"1.86e+07"	B	"2.919729"	"5.672806"	6	8		
"450.3874"	"8.3e+06"	E	"4.639518"	"7.391581"	12	14		
"452.3348"	"1.4e+06"	E	"4.665602"	"7.405817"	10	10		
"452.9804"	"1.9e+06"	E	"4.794419"	"7.530728"	8	8		
"454.4410"	"3.0e+06"	E	"4.794419"	"7.521934"	8	10		
"460.5370"	"3.6e+07"	D	"4.726300"	"7.417712"	10	12		
"462.6530"	"3.6e+07"	D	"4.712478"	"7.391581"	12	14		
"464.2795"	"9.6e+05"	E	"4.726300"	"7.396017"	10	12		
"467.1672"	"1.1e+06"	C	"2.888419"	"5.541634"	8	6		
"470.1130"	"1.7e+06"	C	"2.919729"	"5.556318"	6	4		
"470.9712"	"1.72e+07"	B	"2.888419"	"5.520204"	8	8		
"472.7461"	"1.7e+07"	C	"2.919729"	"5.541634"	6	6		
"473.9087"	"2.40e+07"	B	"2.940846"	"5.556318"	4	4		
"475.4042"	"3.03e+07"	B	"2.281614"	"4.888859"	6	8		
"476.1512"	"5.35e+07"	B	"2.953164"	"5.556318"	2	4		
"476.2367"	"7.83e+07"	B	"2.888419"	"5.491106"	8	10		
"476.5846"	"4.1e+07"	C	"2.940846"	"5.541634"	4	6		
"476.6418"	"4.6e+07"	C	"2.919729"	"5.520204"	6	8		
"478.3427"	"4.01e+07"	B	"2.297631"	"4.888859"	8	8		
"482.3524"	"4.99e+07"	B	"2.319170"	"4.888859"	10	8		
"494.2407"	"5.5e+04"	C	"2.888419"	"5.396298"	8	8		
"496.5853"	"1.1e+06"	C	"2.888419"	"5.384458"	8	10		
"498.7060"	"4.1e+04"	C	"2.919729"	"5.405153"	6	6		
"500.4892"	"7.8e+05"	C	"2.919729"	"5.396298"	6	8		
"502.9796"	"5.6e+05"	C	"2.940846"	"5.405153"	4	6		
"504.2583"	"2.6e+05"	C	"2.953164"	"5.411222"	2	4		
"511.7934"	"4.6e+06"	C	"3.134449"	"5.556318"	6	4		
"514.9156"	"5.3e+05"	C	"3.134449"	"5.541634"	6	6		
"515.0933"	"3.9e+06"	C	"3.135280"	"5.541634"	8	6		
"519.6593"	"3.6e+06"	C	"3.134994"	"5.520204"	10	8		
"519.7217"	"4.8e+05"	C	"3.135280"	"5.520204"	8	8		
"525.5326"	"4.17e+06"	B	"3.132553"	"5.491106"	12	10		
"526.0771"	"2.6e+05"	C	"3.134994"	"5.491106"	10	10		
"529.2872"	"1.5e+05"	C	"3.382518"	"5.724342"	2	2		
"531.7093"	"3.5e+05"	C	"3.382518"	"5.713674"	2	4		
"533.4869"	"5.4e+04"	C	"3.372561"	"5.695949"	6	6		
"534.8129"	"6.5e+05"	C	"3.378321"	"5.695949"	4	6		
"538.8544"	"5.9e+05"	C	"3.372561"	"5.672806"	6	8		
"539.4677"	"9.00e+03"	C+	"0.000000"	"2.297631"	6	8		
"540.7419"	"5.15e+05"	C+	"2.142695"	"4.434911"	8	8		
"542.0355"	"1.31e+06"	C+	"2.142695"	"4.429441"	8	6		
"543.2546"	"6.04e+03"	C+	"0.000000"	"2.281614"	6	6		
"550.4218"	"6.3e+04"	C	"3.132553"	"5.384458"	12	10		
"551.0191"	"8.0e+03"	C	"3.134994"	"5.384458"	10	10		
"551.6774"	"7.79e+05"	C+	"2.178214"	"4.424994"	4	4		
"601.351"	"1.72e+07"	C+	"3.072244"	"5.133433"	4	6		
"602.182"	"3.32e+07"	C+	"3.075087"	"5.133433"	8	6		
"634.415"	"1.3e+06"	C	"3.770575"	"5.724342"	2	2		
"634.978"	"1.2e+06"	C	"3.772307"	"5.724342"	4	2		
"637.898"	"6.0e+05"	C	"3.770575"	"5.713674"	2	4		
"638.219"	"6.5e+05"	C	"3.771551"	"5.713674"	6	4		
"638.467"	"1.2e+06"	C	"3.772307"	"5.713674"	4	4		
"641.395"	"3.3e+05"	C	"3.763442"	"5.695949"	8	6		
"644.350"	"4.7e+05"	C	"3.772307"	"5.695949"	4	6		
"649.169"	"1.8e+06"	C	"3.763442"	"5.672806"	8	8		
"651.937"	"1.1e+06"	C	"3.771551"	"5.672806"	6	8		
