 350.400  0.00731
 351.300  0.00749
 352.200  0.00769
 353.100  0.00787
 354.000  0.00807
 354.900  0.00826
 355.800  0.00848
 356.700  0.00872
 357.600  0.00898
 358.500  0.00928
 359.400  0.00964
 360.300  0.01007
 361.200  0.01055
 362.100  0.01113
 363.000  0.01179
 363.900  0.01255
 364.800  0.01341
 365.700  0.01438
 366.600  0.01547
 367.500  0.01668
 368.400  0.01801
 369.300  0.01947
 370.200  0.02106
 371.100  0.02280
 372.000  0.02469
 372.900  0.02673
 373.800  0.02893
 374.700  0.03129
 375.600  0.03382
 376.500  0.03651
 377.400  0.03939
 378.300  0.04246
 379.200  0.04573
 380.100  0.04920
 381.000  0.05286
 381.900  0.05673
 382.800  0.06081
 383.700  0.06507
 384.600  0.06954
 385.500  0.07419
 386.400  0.07900
 387.300  0.08401
 388.200  0.08919
 389.100  0.09455
 390.000  0.10006
 390.900  0.10572
 391.800  0.11153
 392.700  0.11749
 393.600  0.12358
 394.500  0.12979
 395.400  0.13611
 396.300  0.14253
 397.200  0.14902
 398.100  0.15561
 399.000  0.16225
 399.900  0.16899
 400.800  0.17579
 401.700  0.18266
 402.600  0.18962
 403.500  0.19666
 404.400  0.20378
 405.300  0.21100
 406.200  0.21829
 407.100  0.22566
 408.000  0.23311
 408.900  0.24065
 409.800  0.24826
 410.700  0.25595
 411.600  0.26373
 412.500  0.27157
 413.400  0.27951
 414.300  0.28750
 415.200  0.29558
 416.100  0.30371
 417.000  0.31191
 417.900  0.32018
 418.800  0.32849
 419.700  0.33686
 420.600  0.34528
 421.500  0.35374
 422.400  0.36225
 423.300  0.37078
 424.200  0.37937
 425.100  0.38796
 426.000  0.39661
 426.900  0.40526
 427.800  0.41395
 428.700  0.42264
 429.600  0.43133
 430.500  0.43999
 431.400  0.44863
 432.300  0.45723
 433.200  0.46578
 434.100  0.47427
 435.000  0.48271
 435.900  0.49109
 436.800  0.49940
 437.700  0.50767
 438.600  0.51587
 439.500  0.52400
 440.400  0.53207
 441.300  0.54005
 442.200  0.54795
 443.100  0.55574
 444.000  0.56346
 444.900  0.57106
 445.800  0.57857
 446.700  0.58599
 447.600  0.59330
 448.500  0.60050
 449.400  0.60762
 450.300  0.61466
 451.200  0.62159
 452.100  0.62846
 453.000  0.63524
 453.900  0.64195
 454.800  0.64856
 455.700  0.65510
 456.600  0.66157
 457.500  0.66795
 458.400  0.67424
 459.300  0.68046
 460.200  0.68660
 461.100  0.69266
 462.000  0.69865
 462.900  0.70457
 463.800  0.71044
 464.700  0.71624
 465.600  0.72198
 466.500  0.72765
 467.400  0.73327
 468.300  0.73884
 469.200  0.74435
 470.100  0.74981
 471.000  0.75522
 471.900  0.76059
 472.800  0.76592
 473.700  0.77119
 474.600  0.77643
 475.500  0.78160
 476.400  0.78672
 477.300  0.79179
 478.200  0.79678
 479.100  0.80173
 480.000  0.80662
 480.900  0.81148
 481.800  0.81630
 482.700  0.82110
 483.600  0.82588
 484.500  0.83065
 485.400  0.83541
 486.300  0.84017
 487.200  0.84492
 488.100  0.84966
 489.000  0.85437
 489.900  0.85904
 490.800  0.86371
 491.700  0.86832
 492.600  0.87289
 493.500  0.87744
 494.400  0.88195
 495.300  0.88640
 496.200  0.89080
 497.100  0.89515
 498.000  0.89941
 498.900  0.90364
 499.800  0.90777
 500.700  0.91183
 501.600  0.91581
 502.500  0.91968
 503.400  0.92348
 504.300  0.92718
 505.200  0.93078
 506.100  0.93427
 507.000  0.93765
 507.900  0.94092
 508.800  0.94410
 509.700  0.94717
 510.600  0.95017
 511.500  0.95309
 512.400  0.95594
 513.300  0.95874
 514.200  0.96149
 515.100  0.96419
 516.000  0.96685
 516.900  0.96945
 517.800  0.97200
 518.700  0.97448
 519.600  0.97689
 520.500  0.97923
 521.400  0.98149
 522.300  0.98367
 523.200  0.98574
 524.100  0.98772
 525.000  0.98957
 525.900  0.99131
 526.800  0.99290
 527.700  0.99432
 528.600  0.99560
 529.500  0.99670
 530.400  0.99764
 531.300  0.99843
 532.200  0.99905
 533.100  0.99950
 534.000  0.99982
 534.900  0.99998
 535.800  1.00000
 536.700  0.99986
 537.600  0.99959
 538.500  0.99917
 539.400  0.99861
 540.300  0.99791
 541.200  0.99706
 542.100  0.99608
 543.000  0.99499
 543.900  0.99376
 544.800  0.99245
 545.700  0.99102
 546.600  0.98951
 547.500  0.98789
 548.400  0.98621
 549.300  0.98442
 550.200  0.98258
 551.100  0.98064
 552.000  0.97864
 552.900  0.97658
 553.800  0.97446
 554.700  0.97231
 555.600  0.97012
 556.500  0.96789
 557.400  0.96564
 558.300  0.96338
 559.200  0.96110
 560.100  0.95880
 561.000  0.95648
 561.900  0.95413
 562.800  0.95176
 563.700  0.94934
 564.600  0.94688
 565.500  0.94437
 566.400  0.94178
 567.300  0.93915
 568.200  0.93642
 569.100  0.93365
 570.000  0.93081
 570.900  0.92792
 571.800  0.92497
 572.700  0.92197
 573.600  0.91893
 574.500  0.91585
 575.400  0.91273
 576.300  0.90959
 577.200  0.90639
 578.100  0.90317
 579.000  0.89990
 579.900  0.89663
 580.800  0.89334
 581.700  0.89004
 582.600  0.88677
 583.500  0.88352
 584.400  0.88031
 585.300  0.87716
 586.200  0.87406
 587.100  0.87102
 588.000  0.86804
 588.900  0.86511
 589.800  0.86224
 590.700  0.85939
 591.600  0.85658
 592.500  0.85379
 593.400  0.85101
 594.300  0.84824
 595.200  0.84547
 596.100  0.84270
 597.000  0.83991
 597.900  0.83709
 598.800  0.83425
 599.700  0.83137
 600.600  0.82845
 601.500  0.82550
 602.400  0.82249
 603.300  0.81943
 604.200  0.81633
 605.100  0.81319
 606.000  0.81003
 606.900  0.80684
 607.800  0.80361
 608.700  0.80039
 609.600  0.79713
 610.500  0.79388
 611.400  0.79061
 612.300  0.78735
 613.200  0.78410
 614.100  0.78085
 615.000  0.77761
 615.900  0.77438
 616.800  0.77116
 617.700  0.76795
 618.600  0.76475
 619.500  0.76158
 620.400  0.75843
 621.300  0.75532
 622.200  0.75227
 623.100  0.74924
 624.000  0.74627
 624.900  0.74335
 625.800  0.74046
 626.700  0.73763
 627.600  0.73483
 628.500  0.73207
 629.400  0.72933
 630.300  0.72662
 631.200  0.72393
 632.100  0.72127
 633.000  0.71860
 633.900  0.71597
 634.800  0.71333
 635.700  0.71073
 636.600  0.70813
 637.500  0.70555
 638.400  0.70300
 639.300  0.70045
 640.200  0.69792
 641.100  0.69544
 642.000  0.69297
 642.900  0.69057
 643.800  0.68819
 644.700  0.68588
 645.600  0.68362
 646.500  0.68143
 647.400  0.67928
 648.300  0.67717
 649.200  0.67511
 650.100  0.67310
 651.000  0.67112
 651.900  0.66916
 652.800  0.66721
 653.700  0.66527
 654.600  0.66332
 655.500  0.66134
 656.400  0.65928
 657.300  0.65716
 658.200  0.65495
 659.100  0.65263
 660.000  0.65021
 660.900  0.64765
 661.800  0.64499
 662.700  0.64219
 663.600  0.63925
 664.500  0.63621
 665.400  0.63302
 666.300  0.62970
 667.200  0.62624
 668.100  0.62265
 669.000  0.61891
 669.900  0.61503
 670.800  0.61102
 671.700  0.60689
 672.600  0.60264
 673.500  0.59828
 674.400  0.59383
 675.300  0.58929
 676.200  0.58468
 677.100  0.58002
 678.000  0.57531
 678.900  0.57059
 679.800  0.56587
 680.700  0.56118
 681.600  0.55654
 682.500  0.55196
 683.400  0.54748
 684.300  0.54310
 685.200  0.53885
 686.100  0.53470
 687.000  0.53068
 687.900  0.52675
 688.800  0.52294
 689.700  0.51922
 690.600  0.51554
 691.500  0.51192
 692.400  0.50833
 693.300  0.50476
 694.200  0.50119
 695.100  0.49759
 696.000  0.49395
 696.900  0.49029
 697.800  0.48655
 698.700  0.48277
 699.600  0.47889
 700.500  0.47493
 701.400  0.47088
 702.300  0.46674
 703.200  0.46250
 704.100  0.45815
 705.000  0.45373
 705.900  0.44922
 706.800  0.44467
 707.700  0.44005
 708.600  0.43543
 709.500  0.43082
 710.400  0.42623
 711.300  0.42170
 712.200  0.41728
 713.100  0.41295
 714.000  0.40878
 714.900  0.40473
 715.800  0.40087
 716.700  0.39720
 717.600  0.39370
 718.500  0.39042
 719.400  0.38731
 720.300  0.38442
 721.200  0.38173
 722.100  0.37923
 723.000  0.37691
 723.900  0.37476
 724.800  0.37278
 725.700  0.37095
 726.600  0.36924
 727.500  0.36763
 728.400  0.36614
 729.300  0.36471
 730.200  0.36335
 731.100  0.36205
 732.000  0.36079
 732.900  0.35957
 733.800  0.35839
 734.700  0.35722
 735.600  0.35607
 736.500  0.35492
 737.400  0.35377
 738.300  0.35259
 739.200  0.35139
 740.100  0.35015
 741.000  0.34886
 741.900  0.34753
 742.800  0.34614
 743.700  0.34472
 744.600  0.34323
 745.500  0.34170
 746.400  0.34015
 747.300  0.33856
 748.200  0.33692
 749.100  0.33527
 750.000  0.33359
 750.900  0.33188
 751.800  0.33014
 752.700  0.32840
 753.600  0.32663
 754.500  0.32486
 755.400  0.32307
 756.300  0.32127
 757.200  0.31947
 758.100  0.31767
 759.000  0.31587
 759.900  0.31406
 760.800  0.31228
 761.700  0.31051
 762.600  0.30874
 763.500  0.30698
 764.400  0.30524
 765.300  0.30353
 766.200  0.30183
 767.100  0.30017
 768.000  0.29853
 768.900  0.29694
 769.800  0.29537
 770.700  0.29384
 771.600  0.29236
 772.500  0.29090
 773.400  0.28947
